time[sec]	velocity[sec]	angle[rad]	x[m]	y[m]
15.480000	4.838591	0.000003	-13.524841	261.227020
15.510000	4.620526	0.000004	-13.519112	261.403412
15.540000	4.402462	0.000004	-13.513390	261.579773
15.570000	4.184400	0.000005	-13.507660	261.756165
15.600000	3.811313	0.000005	-13.503601	261.881226
15.630000	3.438227	0.000005	-13.499542	262.006317
15.660000	3.065141	0.000005	-13.495483	262.131378
15.690000	2.692055	0.000005	-13.491417	262.256470
15.720000	2.318970	0.000005	-13.487358	262.381531
15.750000	1.945886	0.000005	-13.483292	262.506622
15.780000	1.572802	0.000005	-13.479233	262.631683
15.810000	1.199718	0.000005	-13.475166	262.756775
15.840000	0.826636	0.000005	-13.471107	262.881836
15.870000	0.453555	0.000005	-13.467041	263.006897
15.900000	0.080478	0.000005	-13.462982	263.131989
